review,rating
Ramro xa value for money ani charge ni xitai hunxa,Positive
i like it it was very good and fast charger🫶🏻🫵🏻,Positive
working good right now will see on upcoming days 😊,Positive
Good quality better than the price fast charging,Positive
Charge thikai x fast..kati samaye tikx heram ab...,Positive
Cable nei chaleko chaina but adapter work nicely,Positive
its made in china still work good you can buy it.,Positive
Delivery boy is good person and speak so humbly.,Positive
bought twice one for home one for office perfect,Positive
It’s good tara ali dherai nai heat hudo rahexa.,Positive
Good quality and delivered in 2 days Thabk you,Positive
"worst chalako 3,4 din mei datacable bigryoooo🤮",Positive
Product was good and the price also reasonable,Positive
"Build quality good, heavy rahica adapter ne 👍",Positive
Very nice product and quality is also Soo good,Positive
"Good, nice, worthy product. Timely delivered",Positive
Sabai ramro Cha reasonable price all goods tq,Positive
Good as per price. Fast charging. Good price,Positive
The charger is soo good at this price range.,Positive
Babal xa lida hunxa sab le Khatra xa Khatra,Positive
Fast charging nice charger can buy trusted,Positive
Good one till now. Let's see in the future,Positive
"Ramro raixa but adeptor halka tatne raixa,",Positive
Fast charging good product in chipest price,Positive
Arrived on a overnight. Perfect accessory.,Positive
said 25 what but received 35 watt not good,Positive
Dami xa guys dukka vayera kinnus la👍👍👍,Positive
Thik xa yeti ko price ma  kinda hunxa💐🙌,Positive
good product and fast delivery aswell,Positive
Just got the charger Will review later,Positive
Nice products with past charging speed,Positive
Babal xa haii Sab Konami bdjdjdndndnff,Positive
Nice product Loved it Thanks Daraz,Positive
its work nice with reasonable price,Positive
Good product for this price range 🥳,Positive
It is nice product but heat faster,Positive
Worth itt Very affordable price 🫡,Positive
fast delivery and chger is too good,Positive
Good according to the price.......,Positive
One day chalayo tespaxi chalana 😢,Positive
Good in quality but heats up fast,Positive
Fast charging and convenient 🫰🏻,Positive
hoin charge nai hudain ta k vako,Positive
very excellent product i like it,Positive
charge ramro cha kinda huncha.,Positive
Best for the price…worth buying,Positive
Ho charge quickly ramroo lagyoo,Positive
It’s good and working very fine,Positive
Price anusar thikai xa product.,Positive
Awsome product value for money,Positive
Babal cha lastai fast huncha,Positive
Product is quite impressive..,Positive
It was great arrived on time,Positive
Ramroo xah haii product chai,Positive
It is good for the low budjet,Positive
"Good, ramrai xa Thikai lageo",Positive
Ramro xaa fast charge hunxaa,Positive
Yes its workingI loved this,Positive
Best product in best price 😋,Positive
thikae xah product ramrae xah,Positive
Good product in cheap price,Positive
Ramro xaaina hai slow charge,Positive
Chuwak x Lida hunx chill ma,Positive
Pretty good for this price,Positive
It’s good as much as price,Positive
ekdam ramro xah Lida hunxa,Positive
Cheap&best thank you daraz,Positive
I guess it is worth price,Positive
Best at this price range,Positive
Nice product fast charge,Positive
"Product was good, thanks",Positive
Nice product😊 Thank you,Positive
It’s good to purchase 🥰,Positive
Ramrai xa aile sama ta,Positive
Very effective product,Positive
Price anusar ramro xa,Positive
nice and fast delivery,Positive
Good quality suitable,Positive
Charger ramroo xa 👍🏼,Positive
till good until today,Positive
price anisar ranro xa,Positive
Works fine for now tq,Positive
Good and unexpected,Positive
I like it very well,Positive
Very good product❤️,Positive
Ekdamm damii cha 😘,Positive
satisfying product,Positive
Very nice product,Positive
It’s too good ❤️❤️,Positive
Nice fast charger,Positive
Loved the product,Positive
It’s working good,Positive
Awesome product❤️,Positive
2 din mai bigriyo,Positive
yo price ramro xa,Positive
I like this.. 😍,Positive
Good product👌🏼,Positive
Fast charging,Positive
Kam bai gardens,Positive
on of thhe bedt,Positive
one lit bit yellowish and the other white... I hope it lasts longer,Positive
"The sounds are all good, let's see what happens next.",Positive
Paisa anusar ko quality cha kam gardai chha heraun,Positive
too much good 💙 thank you for providing 💗,Positive
It arrived in good condition. Works great.,Positive
Product fine xa but button kunai pani chaldeina ani color halka yellow jasto dekhxa. Bass loud xa aru thikai xa.,Neutral
I got this earphone at an affordable price. I really loved this one. The sound quality is awesome.,Positive
Good Earphone❣️In BudgetSound Is Average But In This Price Range It Is A Good Thing ☺️,Positive
the product is nice as shown in picturre,Positive
Ramro cha sound ni thakai Lago,Positive
quality is good,Positive
As expected 👍,Positive
Its ok for regular use .no problem at all,Neutral
the product is defective. has no sound on the right side of earphone. need to exchange it or else please,Negative
The quality of the earphone is unacceptable. Sound quality is not so good. I have got better earphones for cheaper price. It has lasted for a month which was not expected of it but dont think it is going to be lasting any longer,Negative
"Don't buy anything form this shop, it says two item in the bill and delivered just one item.",Negative
"useless, you just get what you pay for, it just broke next day, thanks daraz",Negative
ndroid ma volume support garena mic matra chaldo raixa #samsung j4,Positive
this is so bad earphone this earphone has thin wire,Negative
"First purchase with excellent service, nice quality. Lokking further for more purchases from Daraz.",Positive
it is notgood it will stop to working after 3 days,Positive
it's design good but sound quality is not good,Positive
What the heck?? Its one side is not working😡,Positive
one works but another has defect on hearing,Positive
This product is worst...very bad quality..,Positive
volume up and down button doesn't work,Positive
worst.... don't think about buy this.,Negative
It's not a 1000 rs earphone its 150,Positive
Cheap quality. Not as shown in pic.,Negative
it was for my fren..she liked it!,Positive
Broke within a month of usage,Negative
Mic did not work🤣😂😅😭😭😭,Negative
sound quality is not good,Positive
Nice earphone love it,Positive
2days mai bigryo hawa,Positive
The wire was cut on two three places.,Negative
waste of money,Positive
extremely weak,Negative
worst product,Positive
worse yet...except...sound quality everything is of bad quality..main the wire..is totally of useless ...thirty party wire,Negative
1Ear pod received but I purchased for 2. only 1 has received what to do?,Positive
quality was good....,Positive
"worst, it was broken 1 hour after delivery. low quality product.",Negative
not nice😪,Negative
its worst.,Negative
Its Good,Positive
😊😊,Positive
You ve deliver one defect earphone,Positive
It worths price👍🏼👍🏼,Positive
the sound quality is very bad.,Negative
gross!,Negative
"It is ordinary earphone sound quality is average, over all it not good , but at this price what we expect",Negative
Mic Doesn't Properly Work,Negative
Not good,Negative
Ramro xa i like it...,Positive
Nice earphone,Positive
cheap and worst,Negative
The earphone which i got doesn't work ... one side doesn't function ... very bad,Positive
worst,Negative
price aanusar Saman thikxa Tara yesma aauta mobile Pani aatdaina yrr 😆Tara Pani chaumin Ra chauchau khana Lai thikxa I'm happy when I got my product thanks daraz I will again buy your product 🤝,Positive
"Dear, sir/ Mam I order Green colour but you send me Red xolour",Positive
mulya anusar saman ekdam ramro chha dhukkale lida huncha hajur 🙏🙏🙏,Positive
perfect but- - .deep वाटामा normal वाटा पठायो सेलर फटाहा रैछ . जे भनेको ६ त्यो पठाउनु नी . फरक नम्बरको पठाएको छ । ४ -५दिन लगाएर discount र भौचर कलेक्ट गरी गरी अडर गर्‍यो फेरी ६-७ दीन लगाएर delivery को वेट गर्‍यो . लास्टमा फरक आइटम पठाउछन् चोरहरूले . very disappointed. Don't buy from this seller,Positive
expectations bhanda ali sano nai raixa,Positive
hyaa mata thullai hola bata offer ma aayexa bhanera  hatanapatta kinihaleko ta bhare aauda ta itru raixa pudku but its cute 😉😉,Positive
sano raxa... khai k grne ho yesko TV ko remote vanda sano xa.... huna ta flash sales ma leko ho tara yeti sano hola socheko thina .. aba return garnu parla,Negative
#review_wrapup quality is good. size is average. bhuja halera khana lie thik 6😍,Positive
Soche bhanda sano cha dam tire anusar. Market ma aru better alternative cha yo price range ma,Positive
Quite nice for it's price 👍🏻,Positive
"quite small, #review_wrapup",Positive
very small. not as expected.,Positive
small but fine for the RS 17,Positive
दामि छ,Positive
Size sano xa...but ok with the price,Positive
quality it's good,Positive
sano raichha but pricr anusar thikai chha,Neutral
"Thank you Dear, seller as well as Daraz to provide genuine product & service. I really satisfied with this product.And I recommend to buy this product at affordable & appreciate price Rs 34",Positive
"Thank you Dear, Seller as well as Daraz to provide this genuine product in appreciate & affordable price Rs 35 .I recommend to Dear, custumer to buy with confidence it's hard & price worthy",Positive
aspection vs reality 😆🤣😂😂😂,Negative
product ko size pictura ma dekha ko bhandai lastai sano xa pasal tira Rs 20 mai painxa so i will say ki yo na kinnu hola.,Negative
such A good thing at a reasonable price.but the delivery was late but thanks daraz.#review_wrapup,Positive
yo arkai picture use gareko ho. real ma yo sano xa😀. tei ni malai chai thik lagyo.,Positive
delivery boy tik lagyo Malai thank you daraz for your product.,Positive
ali sano raxexa product thik xa,Positive
7 inch KO xa ra thorai majbut xa,Negative
dekhayeko size bhanda derai saano xa,Negative
saano chha hau yo soche vanda dherai saano,Positive
same aaucha Tara Sanu cha hai,Positive
good quality! recommend!,Positive
delevery charge is so expensive.,Positive
This is very thin and bad quality but ok for the price.,Neutral
"small ,  is good",Positive
Good product as cheap price,Positive
very very small I'm so unhappy 😔,Negative
very small 🥹,Negative
good built quality .,Positive
According To price Good product....But It is so small (dherai dherai dherai sano xaa),Neutral
size is small,Positive
very cute small,Positive
Thikai xa tara size Sano xa la pic ma dekhaya jasto thulo chahi xaina.,Neutral
useful in daily kitchen use,Neutral
socheko vanda dherai sano xa tara quality ramro xa..,Neutral
good quality.. worth the price,Positive
soche vanda sano aako xa,Neutral
Cute chha sano,Positive
ekdum sano raixa,Neutral
size is so so small,Neutral
very small,Positive
best on price but not that product which show on image it's become a smaller in size,Negative
sansar ma kai galti gara raixu vhana yo saman kinne galtii top ma aauxa,Negative
I have ordered 3 products but the seller only sent 2 of them. It's been almost a month now and the issue still exists. Total negligence from the seller.,Negative
socheko vanda lastae sano,Negative
picture ma chai thulo dekhayera ....product aipugda ta bowl jatro...only waste of money ..,Negative
size sano raxa hai,Neutral
photo ma thulo jasto dekhayera lastai sano bechyo....yo scam ho...nafasnu hola,Negative
Saman kasto cute xa 💐 aati sano xa kina ho Saman haru socheko Vanda ni sano hune 😂,Negative
Product dam aunsar thikai xa but soche jasto baliyo xaina,Negative
it was delivered at 6days later,Negative
it worth the price but it is too small,Negative
this is not a good product,Negative
too small  as shown picture,Negative
kam xaina,Negative
Vvgood,Positive
Small size,Negative
derae small vo,Negative
expect Vs reality,Negative
Good,Negative
sano vayo,Negative
picture bid in real small,Negative
very small,Negative
very small as shown,Negative
my small brother loved it. I am happy with the service🙂. Thank uh soo much Daraz and the entire team❤.,Neutral
ramro xaina price pani dherai xa ramro sanga  chaldaina,Positive
price ansura ekdam best xa loved it 😁😁,Positive
quality also good😁,Positive
"दाम अनुसार ठिकै छ,",Positive
Kam chalau xa,Positive
quality of the product is good 👍 price also good 👍,Negative
It's not That Much Comfort But Still Good at this Price,Neutral
awesome but it need to replace battry time to time,Positive
best products in this price 😄,Positive
hoo,Positive
"सस्तो र राम्रो dhubi Lago 🤗,(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠❤",Positive
The product is perfect.,Positive
It is good for price...,Positive
thikxa price aanusar 🤗,Neutral
good for children ☺️,Positive
ok quality,Positive
fully satisfied with the product,Positive
so good,Positive
good product in this price range 😉💯,Positive
ramro x yatiko price ma,Positive
the screen was a bit bump up but over all its for my little brother so it's quite good as per it's affordable amount.,Neutral
it is worth the price,Neutral
my brother damaged within the same day,Neutral
price Anushar thik xa,Neutral
kasto Saman padako na time milxa na khiaalu jasto,Negative
don't buy this product case its a huge scam,Negative
its not usefulits not open why,Negative
it is Very good 👍😊,Negative
the product is too much worst!!!,Negative
Packaging was good and the product is genuine as shown in the picture.,Positive
it's very good product & good quality 😎...thanx... Mr.Daraz😎💯🤩🌹🥳🥰,Positive
"Yesterday, I received my order, when I opened the package I was disappointed because the frame color was different, it means the seller cheated me, please don't do this again, Thank",Positive
"Build Quality is good(Frame), Material- good(plastic), was delivered fast and price is affordable in the section of Blue cut glasses. Satisfied with the product BUT No assurance about the authenticity of it being Blue Ray cut glasess. just hoping it serves the purpose that it cuts out the harmful blue cut rays for which i bought them bought 2 pcs and both came in good shape and size . buy it if u wanna gamble 😁. giving 4 stars since there is no way to prove its authenticity",Positive
"Just received it, packaging is good looks everything ok now it may take time that how effective the product really is",Positive
It's good and looks amazing and the quality is the  best .it is a good product at the cheapest price,Positive
"As Per It's Price Range, It's Worth To Use 😁, Love It, Thanks For Making It Wearable. I Watch TV A Lot, Now I'm Gonna Use It",Positive
This product is very good. The delivery service is so fast. Yeti sasto rate ma testo product paunu ramrai ho . I liked it 😊,Positive
215 ko glass so complain garne thau nai xaina. dhulo protection lai best hola. dont know about blue ray cut,Positive
is this really a blue Rey cut glass wear I saw at the font of the sale display?? I think I'm confused 🥲 it looks like black which I didn't order k.,Positive
Glass ko box ni diyo na yr oni plastics ma halero patako.... poor packing... horu glass yo prize ma tikxha,Positive
i am satisfied with this product as same as on picture. but it is not a blue cut glass. it is just a normal glass like dust cut,Positive
"These blue light cut glasses provide excellent eye comfort, reduce digital strain, and enhance focus during long screen sessions. Lightweight, stylish, and effective, they quickly became my essential work accessory.",Positive
Na heri order packing garnu hunxa k ho ? Black 2 ta order gareko white 1 ta matra pathaidinu vako xa glass pani normal ma xa .packing garda ramro sanga detail check garnu hola,Positive
this product is such a steal. at such a low price you get this amazing glass. totally worth it,Positive
The glasses are good and worth the price. Recommended to all who wanna buy blue cut glasses.,Positive
Good glass according to it's price and value for money but blue ray xeknu si xekdaina rexa,Positive
parcel got two day early.. quality is justified according to money spent...nice product.,Positive
सर्भिस सब ठीक छ तर सामानहरूको साइज पनि राख्नु पर्यो ताकि कुन साइज लिने भनेर ग्राहकहरुले,Positive
Blue light block garxa vanera kine KO total waste of money 👎👎👎👎👎👎👎👎👎👎👎👎,Positive
Nice one physically but i wanted to ask the seller whether it cuts blue rays or not.,Positive
Gud better than as price best 🤝🥳 buy no regret  white on I like it with cleanser,Positive
"ekdumai ramro laagyo, jasto expect gareko thiye testai paaye,,thank you Daraz 🥰",Positive
the product was good quality and packaging was also good. delivery was so fast,Positive
product is nice on price ☺️ nice but not more nice than price aanusar ramro xa,Positive
Quality was good at this price..this us the view i saw with this glasses,Positive
looks good quality at first impression . received product as advertised.,Positive
"For Rs. 249 it's a good deal. The glasses seem to work as it was meant to. However, the lenses are quite delicate and will get scratched very easily. I didn't have high expectations so I think I am quite happy and satisfied with what I got. Paisa wasool I would say.",Positive
Omg sooo nice!! It’s really pretty and got it at a very good price!,Positive
Thik xa delivery Pani time vanda agadi nai garnu vayo thank you ❤️,Positive
Thank you Daraz for getting good stuff at such a cheap price. 🙏🙏,Positive
Absolute a perfect thing if you are looking for computer glasses !,Positive
Same product as shown in the picture. Received in good condition.,Positive
"Looks like it works, passed the test, I will update the review later when I remember",Positive
"good quality ko xa,delivery is also fast ,lida hunxa dhukkale",Positive
nice one. but i don't think it works as blue ray protection,Positive
overall the product is good and happy for instant delivery.,Positive
Good quality nice chha Price Pani reasonable nai chha .,Positive
Received in good condition. Hope it will cut blue rays.,Positive
"nice product and safe delivered, but little big for me.",Positive
it's nice for the price .. but it would have been more better if box was provided,Positive
"goods were as good as expected, got delivered in time",Positive
looks good but I don't know blue cut or not let's see,Positive
I m satisfied with the product. delivery was fast 🥰,Positive
price aanusar ta ramraai xa . malai ta man pariyo .,Positive
same as in picture...thank you daraz and seller.,Positive
good it's very good in general packaging was mid,Positive
Ramro xa hai❤️Malai chai halka thulo vayo😵‍💫,Positive
the product was in good condition. thanks daraz,Positive
I think it is good in use for work .ok for me,Positive
chasmako phrem ra sisa hi quality product xa.,Positive
offer price ma pako price herikana ramrai ho.,Positive
Ramro cha yetiko price ma. You can go for it,Positive
good as i expected thank you for the service,Positive
As my expectations It’s nice in this price,Positive
wow!!  good product at a very cheap price..,Positive
I liked it and it's same as in the picture,Positive
ramro xa Malai ta man paryo suggest to buy,Positive
received at very good condition.love this,Positive
its good for its low price and affordable,Positive
Thia is the thing i wanted very pleased,Positive
very good product according to the price.,Positive
good quality in cheal price. recommended,Positive
babal layo dukka vayara lida hunxa 🩷🎀,Positive
thank you so much for thiss in a time.,Positive
no blue cut glass but product is good,Positive
nice quality affordable priceworth it,Positive
This is really nice. I recommend this,Positive
Ramro xa and fast delivery love it ❤️,Positive
packed 📦well 👍👍 fast  delivery,Positive
ramro lagyo malai yetiko price ma ta,Positive
i just love this eyeglasses 🤓👓😍💖,Positive
great love it!!!!!-$+#+#+#+#+#+#+#+,Positive
worth it,Positive
The glass is perfect.  I loved it,Positive
It is nice better than I thought,Positive
1 number babal xa i loved it,Positive
chasma ramro cha good .daami,Positive
Thank you for the product,Positive
price anushar thik chh🙏😁,Positive
ठिकै छ normal use को लागि।,Positive
product ramrai xa yattiko,Positive
राम्रो  छ मूल्य अनुसार को,Positive
Ramrai xai k re 200 ma 👍,Positive
Nice glasses. I like it.,Positive
Received and looks good.,Positive
this product is goods,Positive
Thikai xa poisa sundar,Positive
it was nice i like it,Positive
excellent worked well,Positive
Price anusar thik xa.,Positive
Wow very beautiful 🥲,Positive
Thank you daraj,Positive
Great experience,Positive
Value for money,Positive
nice xa🙏🙏🤩🤩,Positive
Nice cool xa,Positive
Does the job.,Positive
ramro lagyoo,Positive
awesome,Positive
toid,Positive
its gd,Positive
nic,Positive
thanks…,Positive
lovely 😍,Positive
Good according to price range.....,Positive
"Is it really a blue ray cut glass? I don't think so. I checked with a light source. A non-polarized blue ray cut lens should have reflections of light and when we see on a white computer screen, the screen should have a slight yellow tint for a blue ray cut lenses. But there's no change in this glass.The uploaded photo show the difference.",Neutral
satisfied 🫶,Positive
ordered black but received thisquality looks very normal plastic average glass,Neutral
product nai ramrai cha affordable cha price ko anusar value for money hooo,Neutral
Very good product.,Positive
Same as ordered. Let's see how effective does it works.,Neutral
Very good product according to price.,Positive
according to price it's kinda good feel heavy,Neutral
It's decent for the amount of money we pay.,Neutral
Good But Liitle Bit Gigantic😂♥️,Positive
normal xa blue cut ma xaina,Neutral
Its quite good👍🏿,Neutral
alik sano raxa tight vayera 20-30 min layepaxi kan dukhna thalyoo Tara yo price ma ekdam dami product ho,Positive
yo blue ray cut glass nai ho ra??..I ordered it yesterday..kei farak dekhinna ta normal glass vanda,Positive
yo pack garne pagal ho kya ho option mah maile black choose garya thiye frame teini sab white pathai dya xa nibba haru ko chasma lagiraxa,Positive
Thik thak xa Tara yo mobile TV computer use Garda nai lagauni chasma ho ni yesle eye Lai aasar gardaina Hola ne,Positive
I had ordered three item from this store but one I got foldable glasses instead of blue ray cut glasses 🫥,Negative
"shame as shown in picture doesn't seem like blue ray cut though, its good to use as a normal glass💯",Positive
loved the product. it was genuine as shown in pictures we can't expect more than this just below 400 . you guys should try for sure 🔥,Positive
i received it today and i like it... fast delivery and nice product according to price range thank you daraz!!,Positive
"this is not blue ray cut glass. i have checked with blue ray on shop. seller cheated on me. i will file the case😡😡😡. fake details rakhna ta vayani ni, j xa tehi rakhnu ni",Negative
it doesn't protect your eyes from screen time don't fool people..it's like normal one but price is highthis is guste a trash 🗑️🚮,Negative
good but iwant different two glass but got same one lets see whether then exchange my product or not 1 star till now if then exchange it then i will give 5 star,Positive
Bule ray cut glass vanyeko normal ma pathunu vayexa aba yo kina ho tyo uha haru lai nai thaxa tara pathauna blue ray cut glass nai pathauna parthyo,Negative
The product is different at the same time it doesn't support blue lenses a waste of money all i can say.,Negative
awesome 😎,Positive
"Good product,exactly as advertised.Feels nice while wearing,pictures looks well.Thank you!",Positive
glass ramro cha perfect fit no scratch ramro packing ma aako thiyo testo kei issue chaina,Positive
i thought this blue ray have a glass but this is a plastic what a disappointed blue ray,Positive
for me It's really a waste of money. nothing good but it is good at a low price so okey,Positive
8/10 ...best products ..blue ray chai xaina but..bt dhulo ma use grna lai chai best xa,Positive
man parena malai tw kasto socheko thiye tyo Vanda different PAYE paisa nai khera gayo,Positive
Sale ma thyo 249rs ko ani duita magaye delivery aja 7 august ma lera ni aayo ani charge ni duitai ko ligyo. But chasma chai aeuta matra pathako xa k para ho yo? Delivery manxe lai sodhda yo aeuta matra da vandai thyo!! Rahyo kura chasma quality ra overall ko thikai xa vanxu. Still paisa duita ko lera aeuta matra dera scam nai gareko ho,Negative
I'm so happy ❤️ It was way better than I expected . Shipping was also on time 💕,Positive
"good.frame is a bit cheap,but glasses quality overall good, recommend to buy 👍",Positive
Good for its quality. But its quiet tight and hurts if you wear for long hours.,Positive
"good product but the size of the glass was too big so, please mention size also",Positive
Absolutely Beautiful and Worth It. Just came in handy when needed. thankyou❤️❤️,Positive
"Sounds cute and good, gifted this for someone, let's see how it is gonna work.",Positive
big in size. glass ma crash aaisake ko xadelivery chai ramro Ani chadai vayo,Negative
I have ordered Black one but got transparent.Quality is  good  😊 Like it👍😉,Positive
Nice product thank you Daraz for this amazing producer with fast delivery 😄,Positive
ramro xina blue light proction lakhako xa but yo blue light proction hoina,Positive
I except the product is in the box packing but it wasn't that's why the rating 4 stars only,Positive
"Bought for personal use, have not used yet, let's see how it's gonna work.",Positive
"With affordable price this glass it's good to use for Mobile,PC.",Positive
chasma looksma babal xa but blue ray chai testo xaina hai...,Positive
i order black frame but its okay thatit comes in white frame,Positive
it's pretty good and it was delivery faster than I expected.,Positive
Quality chai Best xa small face ko lagi Alli thulo dekhiyo😆,Positive
chasma looks very cool n price also reasonable.I like that,Positive
price anusar ta thikai ho. but simple useko lagi matra ho.,Positive
सोचेको भनदा अली ठुलो ग्लास रहेछ । क्वालिटि चाहि राम्रो छ ।,Positive
The goods delivered as mentioned with nice packaging. It does the job perfectly.,Positive
lovely looks. I don't know about the blue ray protection,Positive
that's amazing buys everybody in this price..... awesome,Positive
product packaging was very nice and it is value for money,Positive
It's good ani price anusar ramro xa and it's also comfy.,Positive
full blue cut chai xaina j hos paisa snga  natch grya xa,Positive
8 din KO din balla delivery vayo product ta ramrai xa,Positive
thik xaina yr.....yettikai blue ray cut vanya xa hawa,Positive
Expectation versus reality Real ma chai ramro xa 😘,Positive
it was good buying second bcz first one I had lost,Positive
very comfortable and it's quality is pretty good 😊,Positive
Price anusar chai ramrai xa hai. Recommended to buy,Positive
Very modern very suitable for me quality is good 👍,Positive
Not satisfied with the product frame is very loose,Positive
Matched my face size and came without any damage.,Positive
very good product for the price. must go for it.,Positive
Came just as shown in the picture thankyou❤️❤️❤️,Positive
love it 😍 very comfortable and fast delivery 🩷,Positive
My husband loves this chasma very very nice 👍🙂,Positive
Blue Ray Bhanera leko normal glass rexa👎👎👎👎,Positive
blue ray bhaneko white ray po ayexa maja ayena,Positive
Good product but delivery service is very bad.,Positive
ramrai xw price anushar malai dherai man paryo,Positive
Good product in this price range. Recommended,Positive
not good and  not comfortable use  no blue cut,Positive
dashain offer ma ramro product sasto ma paiyo,Positive
glasses 👓 are it's look good in me I love it,Positive
Worst product i have ordered something else and received another,Negative
It’s not that good and very big for my face,Positive
Overall good product according to the price,Positive
"good,but still doubt about blue reflection",Positive
"राम्रो छैन,,, जे भनेर लिएको त्यो छैन्⛏️⛏️⛏️",Positive
it's nice but I don't think it's blue rays,Positive
"सबै ठिक छ, तर मैले Blu-ray मा मगाएको थिए।",Positive
exactly like picture good but in plastic,Positive
Fits so well..no scratches fresh piece,Positive
very comfortable loved it so muchhhh ❤️,Positive
good qualityi like itthanks you daraz,Positive
Received in time.  Works as promised.,Positive
Love it so much also fast delivery 🚚💞,Positive
excellent as per the price of products,Positive
ramro lagen khoi blue Glass ho  k ho,Positive
love it so much and very satisfied 😍,Positive
ramro raxa thik xa kinna recommended,Positive
Thik yai xa Tara packing High Level,Positive
Best product as expected; thank you!,Positive
good one malai man paro service 🙏,Positive
very fast delivery and nice product,Positive
Very comfortable with good quality,Positive
absolutely great! worth the price!,Positive
The quality of the glasses is good,Positive
Nice product as shown in picture.,Positive
theek xa quality yetiko price ma,Positive
The quality is good as per price.,Positive
It’s good according to the price.,Positive
very bad quality waste of money,Positive
nice 👍 price anusar ramro xa 😎,Positive
It has the best quality.......,Positive
"According to the price, it is ok",Positive
product is very good I like it,Positive
price anusar quality thikai xa.,Positive
Wow 😲😲 very nice product 👏👏,Positive
normal glass..plz don't buy it,Positive
Good but can't meet expection,Positive
very good delivery is to fast,Positive
Really worth it for the price,Positive
nice one at reasonable price,Positive
"Good Product, Prompt Delivery",Positive
great according to the price,Positive
kinda good according to price,Positive
i got two can u take one back,Positive
its so nice and good quality according to price.,Positive
"nice product, good behavior.",Positive
size is larger than expected,Positive
"I like it , thankyou Daraz",Positive
good product would suggest,Positive
according to price worth it,Positive
Ok ✅ as good as this price,Positive
Good quality at this price.,Positive
This product is very nice.,Positive
No outer cover not so good,Positive
good quality 💯 best glass,Positive
for the price it is good..,Positive
the quality is very good.,Positive
nice one good i like it.,Positive
Ramro chaa sochya jastai,Positive
ramro layo price anushar,Positive
mulya anusar thikai chha,Positive
price  anusar thike xa,Positive
Not bad quality is good,Positive
it looks good 👍..liked it...,Positive
रेवन लेखेको चाहि आएन ।,Positive
worthy for big face,Positive
blue ray cut hoina .,Positive
ramro xa kinda hunxa,Positive
ramro lagyo malai ta,Positive
Looks as advertised,Positive
Fantastic Wonderful,Positive
Nice and Qualitative,Positive
nice product love it,Positive
Dami dami dami. Dhukka le kinda huncha,Positive
"not  as shown I expect it has scratches in  middles of glass and  ,bigger size",Negative
पैसा अनुसार ठिकै छ।,Positive
aile samma thikai xa,Positive
Nice xa. Thank you,Positive
aile samma ramrai lagyo,Positive
can I return blucutglass,Positive
best xa yo prise ma,Positive
Got a good glasses,Positive
Good as per price,Positive
I just lov it ❣️👌,Positive
i like the product,Positive
Teti ko thikai ho,Positive
nice ramro lago❤️,Positive
i love it totally,Positive
its good product,Positive
Glass is so good,Positive
Ramrai raixa 😊,Positive
Good for nothing,Positive
not bad average,Positive
nice eye glasses,Positive
good as per price,Positive
thikai xa price anusar,Positive
simple and good,Positive
it's super nice,Positive
I am satisfied.,Positive
does the job 💯,Positive
woww I like it,Positive
nice I like it,Positive
feel good 👍👍,Positive
was little big,Positive
nice products,Positive
it is to good,Positive
it's so good,Positive
Good prdocut,Positive
good ramro xa,Positive
Satisfactory,Positive
does not work,Positive
normal glass,Positive
nice quality,Positive
So big for me,Positive
Lovely 10/8❤️,Positive
I like it ☺️,Positive
this is best,Positive
Not bad.. 🫠,Positive
Its 😊 good,Positive
I like it ✨,Positive
tkik thikai,Positive
Ramro lagyo,Positive
pretty good,Positive
It was best,Positive
ok ramro xa,Positive
barely good,Positive
पैसा असुल छ,Positive
Babal xa..!,Positive
good for me,Positive
Ramro xa...,Positive
Beautiful ❤️,Positive
just ok ok,Positive
wonderful,Positive
Thikai cha but actual ma work garcha ki gardaina i don’t know.,Positive
guiet good,Positive
price anusar babal cha,Positive
super,Positive
goog,Positive
Kam xin,Positive
Not bad✌️,Positive
Nice,Negative
wowww,Positive
nice🥰,Positive
gjjd,Positive
good ig,Positive
ramro w,Positive
so nice,Positive
good 👍,Positive
⭐️⭐️⭐️⭐️,Positive
Ok,Positive
love it,Positive
Not good,Positive
nice one,Positive
Thikxa,Positive
its good,Positive
Average.,Positive
too good,Positive
Nice 👍,Positive
nice ☺️,Positive
